2026-03-19,"921.0136* as of Mar 18, 2026"
2026-03-19,"921.0136* as of Mar 18, 2026"
2026-03-19,"921.0136* as of Mar 18, 2026"
2026-03-19,"921.0136* as of Mar 18, 2026"
2026-03-24,903.4501
2026-03-25,922.5197
2026-03-26,913.8831
2026-03-27,"913.8831* as of Mar 26, 2026"
2026-03-27,"913.8831* as of Mar 26, 2026"
2026-03-27,"913.8831* as of Mar 26, 2026"
2026-03-30,895.6455
2026-03-31,"895.6455* as of Mar 30, 2026"
2026-04-01,"908.2438* as of Mar 31, 2026"
2026-04-01,"908.2438* as of Mar 31, 2026"
2026-04-01,"908.2438* as of Mar 31, 2026"
